iShares Russell 2000 ETF
Fund Holdings as of,"Apr 10, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"280,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"JACK","JACK IN THE BOX INC","Consumer Discretionary","Equity","4,612,426.40","0.01","4,612,426.40","402,832.00","11.45","United States","NASDAQ","USD","1.00","USD","-"
"BZAI","BLAIZE HOLDINGS INC","Information Technology","Equity","4,590,327.61","0.01","4,590,327.61","2,196,329.00","2.09","United States","NASDAQ","USD","1.00","USD","-"
"RICK","RCI HOSPITALITY HOLDINGS INC","Consumer Discretionary","Equity","4,563,078.47","0.01","4,563,078.47","188,791.00","24.17","United States","NASDAQ","USD","1.00","USD","-"
"NLOP","NET LEASE OFFICE PROPERTIES","Real Estate","Equity","4,557,419.60","0.01","4,557,419.60","386,222.00","11.80","United States","NYSE","USD","1.00","USD","-"
"PDYN","PALLADYNE AI CORP","Industrials","Equity","4,525,554.24","0.01","4,525,554.24","698,388.00","6.48","United States","NASDAQ","USD","1.00","USD","-"
"PAYS","PAYSIGN INC","Financials","Equity","4,518,050.56","0.01","4,518,050.56","863,872.00","5.23","United States","NASDAQ","USD","1.00","USD","-"
"MRBK","MERIDIAN CORP","Financials","Equity","4,502,809.36","0.01","4,502,809.36","220,294.00","20.44","United States","NASDAQ","USD","1.00","USD","-"
"NC","NACCO INDUSTRIES INC CLASS A","Energy","Equity","4,489,341.36","0.01","4,489,341.36","87,614.00","51.24","United States","NYSE","USD","1.00","USD","-"
"USAU","US GOLD CORP","Materials","Equity","4,493,596.25","0.01","4,493,596.25","300,575.00","14.95","United States","NASDAQ","USD","1.00","USD","-"
"FBYD","FALCON S BEYOND GLOBAL INC CLASS A","Industrials","Equity","4,485,906.18","0.01","4,485,906.18","368,301.00","12.18","United States","NASDAQ","USD","1.00","USD","-"
"CMRC","BIGCOMMERCE HOLDINGS INC SERIES","Information Technology","Equity","4,472,862.04","0.01","4,472,862.04","1,700,708.00","2.63","United States","NASDAQ","USD","1.00","USD","-"
"MG","MISTRAS GROUP INC","Industrials","Equity","4,478,756.30","0.01","4,478,756.30","268,189.00","16.70","United States","NYSE","USD","1.00","USD","-"
"BLZE","BACKBLAZE INC CLASS A","Information Technology","Equity","4,446,761.76","0.01","4,446,761.76","1,296,432.00","3.43","United States","NASDAQ","USD","1.00","USD","-"
"FCCO","FIRST COMMUNITY CORP","Financials","Equity","4,446,784.80","0.01","4,446,784.80","143,630.00","30.96","United States","NASDAQ","USD","1.00","USD","-"
"ANIK","ANIKA THERAPEUTICS INC","Health Care","Equity","4,359,690.72","0.01","4,359,690.72","295,372.00","14.76","United States","NASDAQ","USD","1.00","USD","-"
"MVIS","MICROVISION INC","Information Technology","Equity","4,345,461.69","0.01","4,345,461.69","7,154,201.00","0.61","United States","NASDAQ","USD","1.00","USD","-"
"INBK","FIRST INTERNET BANCORP","Financials","Equity","4,317,646.32","0.01","4,317,646.32","186,588.00","23.14","United States","NASDAQ","USD","1.00","USD","-"
"FXNC","FIRST NATIONAL CORP","Financials","Equity","4,284,309.40","0.01","4,284,309.40","148,246.00","28.90","United States","NASDAQ","USD","1.00","USD","-"
"PLTK","PLAYTIKA HOLDING CORP","Communication","Equity","4,281,254.69","0.01","4,281,254.69","1,367,813.00","3.13","United States","NASDAQ","USD","1.00","USD","-"
"KINS","KINGSTONE COMPANIES INC","Financials","Equity","4,272,239.40","0.01","4,272,239.40","283,305.00","15.08","United States","NASDAQ","USD","1.00","USD","-"
"VYGR","VOYAGER THERAPEUTICS INC","Health Care","Equity","4,238,934.70","0.01","4,238,934.70","1,133,405.00","3.74","United States","NASDAQ","USD","1.00","USD","-"
"SIGA","SIGA TECHNOLOGIES INC","Health Care","Equity","4,224,787.68","0.01","4,224,787.68","968,988.00","4.36","United States","NASDAQ","USD","1.00","USD","-"
"ASIC","ATEGRITY SPECIALTY INSURANCE COMPA","Financials","Equity","4,215,668.94","0.01","4,215,668.94","204,843.00","20.58","United States","NYSE","USD","1.00","USD","-"
"STRZ","STARZ ENTERTAINMENT CORP","Communication","Equity","4,210,045.21","0.01","4,210,045.21","288,953.00","14.57","United States","NASDAQ","USD","1.00","USD","-"
"LENZ","LENZ THERAPEUTICS INC","Health Care","Equity","4,214,103.40","0.01","4,214,103.40","464,620.00","9.07","United States","NASDAQ","USD","1.00","USD","-"
"PACK","RANPAK HOLDINGS CORP CLASS A","Materials","Equity","4,205,869.12","0.01","4,205,869.12","1,109,728.00","3.79","United States","NYSE","USD","1.00","USD","-"
"KRMD","KORU MEDICAL SYSTEMS INC","Health Care","Equity","4,188,145.89","0.01","4,188,145.89","994,809.00","4.21","United States","NASDAQ","USD","1.00","USD","-"
"WEST","WESTROCK COFFEE","Consumer Staples","Equity","4,188,987.00","0.01","4,188,987.00","846,260.00","4.95","United States","NASDAQ","USD","1.00","USD","-"
"TBCH","TURTLE BEACH CORP","Information Technology","Equity","4,179,640.50","0.01","4,179,640.50","403,830.00","10.35","United States","NASDAQ","USD","1.00","USD","-"
"NXDT","NEXPOINT DIVERSIFIED REAL ESTATE T","Real Estate","Equity","4,152,407.88","0.01","4,152,407.88","935,227.00","4.44","United States","NYSE","USD","1.00","USD","-"
"MPTI","M TRON INDUSTRIES INC","Information Technology","Equity","4,154,669.76","0.01","4,154,669.76","61,496.00","67.56","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"COSO","COASTALSOUTH BANCSHARES INC","Financials","Equity","4,135,449.60","0.01","4,135,449.60","161,541.00","25.60","United States","NYSE","USD","1.00","USD","-"
"SNDA","SONIDA SENIOR LIVING INC","Health Care","Equity","4,126,973.76","0.01","4,126,973.76","126,672.00","32.58","United States","NYSE","USD","1.00","USD","-"
"ACDC","PROFRAC HOLDING CLASS A CORP","Energy","Equity","4,117,311.24","0.01","4,117,311.24","700,223.00","5.88","United States","NASDAQ","USD","1.00","USD","-"
"ESOA","ENERGY SERVICES OF AMERICA CORP","Energy","Equity","4,112,359.79","0.01","4,112,359.79","289,399.00","14.21","United States","NASDAQ","USD","1.00","USD","-"
"ESCA","ESCALADE INC","Consumer Discretionary","Equity","4,105,179.20","0.01","4,105,179.20","230,240.00","17.83","United States","NASDAQ","USD","1.00","USD","-"
"INSG","INSEEGO CORP","Information Technology","Equity","4,088,778.76","0.01","4,088,778.76","307,196.00","13.31","United States","NASDAQ","USD","1.00","USD","-"
"BBCP","CONCRETE PUMPING HOLDINGS INC","Industrials","Equity","4,079,321.28","0.01","4,079,321.28","535,344.00","7.62","United States","NASDAQ","USD","1.00","USD","-"
"FLXS","FLEXSTEEL INDUSTRIES INC","Consumer Discretionary","Equity","4,061,522.40","0.01","4,061,522.40","83,760.00","48.49","United States","NASDAQ","USD","1.00","USD","-"
"GCBC","GREENE COUNTY BANCORP INC","Financials","Equity","4,060,211.40","0.01","4,060,211.40","174,258.00","23.30","United States","NASDAQ","USD","1.00","USD","-"
"CHRS","COHERUS ONCOLOGY INC","Health Care","Equity","4,050,411.12","0.01","4,050,411.12","2,410,959.00","1.68","United States","NASDAQ","USD","1.00","USD","-"
"IKT","INHIBIKASE THERAPEUTICS INC","Health Care","Equity","4,003,795.80","0.01","4,003,795.80","2,355,174.00","1.70","United States","NASDAQ","USD","1.00","USD","-"
"TBRG","TRUBRIDGE INC","Health Care","Equity","3,984,619.72","0.01","3,984,619.72","221,614.00","17.98","United States","NASDAQ","USD","1.00","USD","-"
"RMNI","RIMINI STREET INC","Information Technology","Equity","3,977,385.82","0.01","3,977,385.82","1,220,057.00","3.26","United States","NASDAQ","USD","1.00","USD","-"
"TNXP","TONIX PHARMACEUTICALS HOLDING CORP","Health Care","Equity","3,977,588.16","0.01","3,977,588.16","318,717.00","12.48","United States","NASDAQ","USD","1.00","USD","-"
"GLSI","GREENWICH LIFESCIENCES INC","Health Care","Equity","3,971,615.24","0.01","3,971,615.24","154,058.00","25.78","United States","NASDAQ","USD","1.00","USD","-"
"EWCZ","EUROPEAN WAX CENTER INC CLASS A","Consumer Discretionary","Equity","3,959,590.44","0.01","3,959,590.44","680,342.00","5.82","United States","NASDAQ","USD","1.00","USD","-"
"ACTG","ACACIA RESEARCH CORP","Financials","Equity","3,951,815.70","0.01","3,951,815.70","806,493.00","4.90","United States","NASDAQ","USD","1.00","USD","-"
"MFIN","MEDALLION FINANCIAL CORP","Financials","Equity","3,954,179.96","0.01","3,954,179.96","447,812.00","8.83","United States","NASDAQ","USD","1.00","USD","-"
"SMHI","SEACOR MARINE HOLDINGS INC","Energy","Equity","3,954,343.35","0.01","3,954,343.35","512,885.00","7.71","United States","NYSE","USD","1.00","USD","-"
"VUZI","VUZIX CORP","Information Technology","Equity","3,956,200.80","0.01","3,956,200.80","1,648,417.00","2.40","United States","NASDAQ","USD","1.00","USD","-"
"RGCO","RGC RESOURCES INC","Utilities","Equity","3,958,849.37","0.01","3,958,849.37","170,861.00","23.17","United States","NASDAQ","USD","1.00","USD","-"
"LNKB","LINKBANCORP INC","Financials","Equity","3,941,084.50","0.01","3,941,084.50","450,925.00","8.74","United States","NASDAQ","USD","1.00","USD","-"
"WYFI","WHITEFIBER INC","Information Technology","Equity","3,929,906.00","0.01","3,929,906.00","271,028.00","14.50","United States","NASDAQ","USD","1.00","USD","-"
"OPBK","OP BANCORP","Financials","Equity","3,927,129.00","0.01","3,927,129.00","275,588.00","14.25","United States","NASDAQ","USD","1.00","USD","-"
"CBK","COMMERCIAL BANCGROUP INC","Financials","Equity","3,929,467.90","0.01","3,929,467.90","141,094.00","27.85","United States","NASDAQ","USD","1.00","USD","-"
"ORGO","ORGANOGENESIS HOLDINGS INC CLASS A","Health Care","Equity","3,905,979.84","0.01","3,905,979.84","1,641,168.00","2.38","United States","NASDAQ","USD","1.00","USD","-"
"CZWI","CITIZENS COMMUNITY BANCORP INC","Financials","Equity","3,895,098.68","0.01","3,895,098.68","188,351.00","20.68","United States","NASDAQ","USD","1.00","USD","-"
"INSE","INSPIRED ENTERTAINMENT INC","Consumer Discretionary","Equity","3,898,467.96","0.01","3,898,467.96","607,238.00","6.42","United States","NASDAQ","USD","1.00","USD","-"
"FCAP","FIRST CAPITAL INC","Financials","Equity","3,871,670.85","0.01","3,871,670.85","71,499.00","54.15","United States","NASDAQ","USD","1.00","USD","-"
"PBFS","PIONEER BANCORP INC","Financials","Equity","3,863,983.86","0.01","3,863,983.86","268,146.00","14.41","United States","NASDAQ","USD","1.00","USD","-"
"PAL","PROFICIENT AUTO LOGISTICS INC","Industrials","Equity","3,865,892.76","0.01","3,865,892.76","565,189.00","6.84","United States","NASDAQ","USD","1.00","USD","-"
"UTMD","UTAH MEDICAL PRODUCTS INC","Health Care","Equity","3,835,445.90","0.01","3,835,445.90","58,201.00","65.90","United States","NASDAQ","USD","1.00","USD","-"
"IMMR","IMMERSION CORP","Information Technology","Equity","3,836,668.55","0.01","3,836,668.55","686,345.00","5.59","United States","NASDAQ","USD","1.00","USD","-"
"KGEI","KOLIBRI GLOBAL ENERGY INC","Energy","Equity","3,820,561.92","0.01","3,820,561.92","758,048.00","5.04","Canada","NASDAQ","USD","1.00","USD","-"
"ALTI","ALTI GLOBAL INC CLASS A","Financials","Equity","3,811,064.95","0.01","3,811,064.95","989,887.00","3.85","United States","NASDAQ","USD","1.00","USD","-"
"BNED","BARNES AND NOBLE EDUCATION INC","Consumer Discretionary","Equity","3,812,216.96","0.01","3,812,216.96","390,596.00","9.76","United States","NYSE","USD","1.00","USD","-"
"RELL","RICHARDSON ELECTRONICS LTD","Information Technology","Equity","3,804,616.50","0.01","3,804,616.50","284,990.00","13.35","United States","NASDAQ","USD","1.00","USD","-"
"OVBC","OHIO VALLEY BANC CORP","Financials","Equity","3,790,899.68","0.01","3,790,899.68","83,152.00","45.59","United States","NASDAQ","USD","1.00","USD","-"
"BRT","BRT APARTMENTS CORP","Real Estate","Equity","3,779,696.03","0.01","3,779,696.03","269,401.00","14.03","United States","NYSE","USD","1.00","USD","-"
"INNV","INNOVAGE HOLDING CORP","Health Care","Equity","3,773,221.80","0.01","3,773,221.80","460,149.00","8.20","United States","NASDAQ","USD","1.00","USD","-"
"SEG","SEAPORT ENTERTAINMENT GROUP INC","Real Estate","Equity","3,767,695.74","0.01","3,767,695.74","166,786.00","22.59","United States","NYSE","USD","1.00","USD","-"
"LEGH","LEGACY HOUSING","Consumer Discretionary","Equity","3,755,462.40","0.01","3,755,462.40","177,984.00","21.10","United States","NASDAQ","USD","1.00","USD","-"
"III","INFORMATION SERVICES GROUP INC","Information Technology","Equity","3,740,896.04","0.01","3,740,896.04","949,466.00","3.94","United States","NASDAQ","USD","1.00","USD","-"
"PLX","PROTALIX BIOTHERAPEUTICS INC","Health Care","Equity","3,733,095.50","0.01","3,733,095.50","1,623,085.00","2.30","Israel","Nyse Mkt Llc","USD","1.00","USD","-"
"XRX","XEROX HOLDINGS CORP","Information Technology","Equity","3,733,237.82","0.01","3,733,237.82","3,060,031.00","1.22","United States","NASDAQ","USD","1.00","USD","-"
"EVCM","EVERCOMMERCE INC","Information Technology","Equity","3,727,520.16","0.01","3,727,520.16","341,348.00","10.92","United States","NASDAQ","USD","1.00","USD","-"
"OSG","OCTAVE SPECIALTY GROUP INC","Financials","Equity","3,722,913.88","0.01","3,722,913.88","944,902.00","3.94","United States","NYSE","USD","1.00","USD","-"
"ELMD","ELECTROMED INC","Health Care","Equity","3,689,033.40","0.01","3,689,033.40","152,945.00","24.12","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"HWBK","HAWTHORN BANCSHARES INC","Financials","Equity","3,692,859.84","0.01","3,692,859.84","105,752.00","34.92","United States","NASDAQ","USD","1.00","USD","-"
"NNOX","NANO X IMAGING LTD","Health Care","Equity","3,681,551.83","0.01","3,681,551.83","1,621,829.00","2.27","Israel","NASDAQ","USD","1.00","USD","-"
"CD","CHAINCE DIGITAL HOLDINGS INC","Information Technology","Equity","3,682,964.85","0.01","3,682,964.85","883,205.00","4.17","China","NASDAQ","USD","1.00","USD","-"
"MDWD","MEDIWOUND LTD","Health Care","Equity","3,683,740.20","0.01","3,683,740.20","206,372.00","17.85","Israel","NASDAQ","USD","1.00","USD","-"
"ATOM","ATOMERA INC","Information Technology","Equity","3,686,737.90","0.01","3,686,737.90","724,310.00","5.09","United States","NASDAQ","USD","1.00","USD","-"
"AIRO","AIRO GROUP HOLDINGS INC","Industrials","Equity","3,677,154.72","0.01","3,677,154.72","466,644.00","7.88","United States","NASDAQ","USD","1.00","USD","-"
"RNA","ATRIUM THERAPEUTICS INC","Health Care","Equity","3,668,017.03","0.01","3,668,017.03","288,593.00","12.71","United States","NASDAQ","USD","1.00","USD","-"
"LPRO","OPEN LENDING CORP","Financials","Equity","3,654,089.90","0.00","3,654,089.90","2,520,062.00","1.45","United States","NASDAQ","USD","1.00","USD","-"
"BCBP","BCB BANCORP INC","Financials","Equity","3,601,309.36","0.00","3,601,309.36","376,706.00","9.56","United States","NASDAQ","USD","1.00","USD","-"
"HBB","HAMILTON BEACH BRANDS HOLDING COMP","Consumer Discretionary","Equity","3,597,659.10","0.00","3,597,659.10","175,410.00","20.51","United States","NYSE","USD","1.00","USD","-"
"CV","CAPSOVISION INC","Health Care","Equity","3,582,125.00","0.00","3,582,125.00","573,140.00","6.25","United States","NASDAQ","USD","1.00","USD","-"
"OABI","OMNIAB INC","Health Care","Equity","3,582,425.28","0.00","3,582,425.28","2,437,024.00","1.47","United States","NASDAQ","USD","1.00","USD","-"
"CTEV","CLARITEV CORP CLASS A","Health Care","Equity","3,576,551.44","0.00","3,576,551.44","220,231.00","16.24","United States","NYSE","USD","1.00","USD","-"
"MPAA","MOTORCAR PARTS OF AMERICA INC","Consumer Discretionary","Equity","3,578,018.28","0.00","3,578,018.28","312,218.00","11.46","United States","NASDAQ","USD","1.00","USD","-"
"INGN","INOGEN INC","Health Care","Equity","3,562,030.26","0.00","3,562,030.26","562,722.00","6.33","United States","NASDAQ","USD","1.00","USD","-"
"VIA","VIA TRANSPORTATION INC CLASS A","Information Technology","Equity","3,562,612.68","0.00","3,562,612.68","245,359.00","14.52","United States","NYSE","USD","1.00","USD","-"
"CMDB","COSTAMARE BULKERS HOLDINGS LTD","Industrials","Equity","3,555,715.34","0.00","3,555,715.34","206,009.00","17.26","Monaco","NYSE","USD","1.00","USD","-"
"HPK","HIGHPEAK ENERGY INC","Energy","Equity","3,510,229.76","0.00","3,510,229.76","553,664.00","6.34","United States","NASDAQ","USD","1.00","USD","-"
"FHTX","FOGHORN THERAPEUTICS INC","Health Care","Equity","3,504,749.58","0.00","3,504,749.58","763,562.00","4.59","United States","NASDAQ","USD","1.00","USD","-"
"FENC","FENNEC PHARMACEUTICALS INC","Health Care","Equity","3,494,389.64","0.00","3,494,389.64","601,444.00","5.81","United States","NASDAQ","USD","1.00","USD","-"
"KRO","KRONOS WORLDWIDE INC","Materials","Equity","3,485,585.20","0.00","3,485,585.20","527,320.00","6.61","United States","NYSE","USD","1.00","USD","-"
"FNKO","FUNKO INC CLASS A","Consumer Discretionary","Equity","3,459,936.48","0.00","3,459,936.48","950,532.00","3.64","United States","NASDAQ","USD","1.00","USD","-"
"BHR","BRAEMAR HOTELS RESORTS INC","Real Estate","Equity","3,440,315.52","0.00","3,440,315.52","1,387,224.00","2.48","United States","NYSE","USD","1.00","USD","-"
"DSP","VIANT TECHNOLOGY INC CLASS A","Information Technology","Equity","3,409,996.50","0.00","3,409,996.50","358,947.00","9.50","United States","NASDAQ","USD","1.00","USD","-"
"SGHT","SIGHT SCIENCES INC","Health Care","Equity","3,403,211.10","0.00","3,403,211.10","986,438.00","3.45","United States","NASDAQ","USD","1.00","USD","-"
"UIS","UNISYS CORP","Information Technology","Equity","3,394,820.00","0.00","3,394,820.00","1,697,410.00","2.00","United States","NYSE","USD","1.00","USD","-"
"ALMU","AELUMA INC","Information Technology","Equity","3,385,235.88","0.00","3,385,235.88","314,613.00","10.76","United States","NASDAQ","USD","1.00","USD","-"
"EFSI","EAGLE FINANCIAL SERVICES INC","Financials","Equity","3,368,119.26","0.00","3,368,119.26","87,054.00","38.69","United States","NASDAQ","USD","1.00","USD","-"
"QTRX","QUANTERIX CORP","Health Care","Equity","3,354,277.92","0.00","3,354,277.92","998,297.00","3.36","United States","NASDAQ","USD","1.00","USD","-"
"SNFCA","SECURITY NATIONAL FINANCIAL CORP C","Financials","Equity","3,344,295.40","0.00","3,344,295.40","350,188.00","9.55","United States","NASDAQ","USD","1.00","USD","-"
"EVI","EVI INDUSTRIES INC","Industrials","Equity","3,334,229.76","0.00","3,334,229.76","146,624.00","22.74","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"BVFL","BV FINANCIAL INC","Financials","Equity","3,324,440.00","0.00","3,324,440.00","166,222.00","20.00","United States","NASDAQ","USD","1.00","USD","-"
"ULH","UNIVERSAL LOGISTICS HOLDINGS INC","Industrials","Equity","3,296,080.48","0.00","3,296,080.48","154,891.00","21.28","United States","NASDAQ","USD","1.00","USD","-"
"GENC","GENCOR INDUSTRIES INC","Industrials","Equity","3,283,338.96","0.00","3,283,338.96","212,102.00","15.48","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"MNSB","MAINSTREET BANCSHARES INC","Financials","Equity","3,283,788.76","0.00","3,283,788.76","141,299.00","23.24","United States","NASDAQ","USD","1.00","USD","-"
"LDI","LOANDEPOT INC CLASS A","Financials","Equity","3,275,135.70","0.00","3,275,135.70","2,390,610.00","1.37","United States","NYSE","USD","1.00","USD","-"
"CURI","CURIOSITYSTREAM INC CLASS A","Communication","Equity","3,268,517.56","0.00","3,268,517.56","1,034,341.00","3.16","United States","NASDAQ","USD","1.00","USD","-"
"LFMD","LIFEMD INC","Health Care","Equity","3,258,416.75","0.00","3,258,416.75","939,025.00","3.47","United States","NASDAQ","USD","1.00","USD","-"
"BKKT","BAKKT INC CLASS A","Financials","Equity","3,250,105.71","0.00","3,250,105.71","399,767.00","8.13","United States","NYSE","USD","1.00","USD","-"
"SI","SHOULDER INNOVATIONS INC","Health Care","Equity","3,243,761.84","0.00","3,243,761.84","216,829.00","14.96","United States","NYSE","USD","1.00","USD","-"
"FINW","FINWISE BANCORP","Financials","Equity","3,232,629.07","0.00","3,232,629.07","192,533.00","16.79","United States","NASDAQ","USD","1.00","USD","-"
"FATE","FATE THERAPEUTICS INC","Health Care","Equity","3,196,122.32","0.00","3,196,122.32","2,577,518.00","1.24","United States","NASDAQ","USD","1.00","USD","-"
"PRTH","PRIORITY TECHNOLOGY HOLDINGS INC","Financials","Equity","3,196,847.10","0.00","3,196,847.10","687,494.00","4.65","United States","NASDAQ","USD","1.00","USD","-"
"HRTX","HERON THERAPEUTICS INC","Health Care","Equity","3,189,615.22","0.00","3,189,615.22","3,739,291.00","0.85","United States","NASDAQ","USD","1.00","USD","-"
"CBFV","CB FINANCIAL SERVICES INC","Financials","Equity","3,167,583.69","0.00","3,167,583.69","86,617.00","36.57","United States","NASDAQ","USD","1.00","USD","-"
"PMTS","CPI CARD GROUP INC","Information Technology","Equity","3,152,459.52","0.00","3,152,459.52","180,864.00","17.43","United States","NASDAQ","USD","1.00","USD","-"
"EBMT","EAGLE BANCORP MONTANA INC","Financials","Equity","3,140,588.00","0.00","3,140,588.00","143,275.00","21.92","United States","NASDAQ","USD","1.00","USD","-"
"CFBK","CF BANKSHARES INC","Financials","Equity","3,128,918.49","0.00","3,128,918.49","106,101.00","29.49","United States","NASDAQ","USD","1.00","USD","-"
"SAMG","SILVERCREST ASSET MANAGEMENT GROUP","Financials","Equity","3,086,104.12","0.00","3,086,104.12","236,302.00","13.06","United States","NASDAQ","USD","1.00","USD","-"
"LFCR","LIFECORE BIOMEDICAL INC","Health Care","Equity","3,053,114.75","0.00","3,053,114.75","642,761.00","4.75","United States","NASDAQ","USD","1.00","USD","-"
"PXED","PHOENIX EDUCATION PARTNERS INC","Consumer Discretionary","Equity","3,043,583.10","0.00","3,043,583.10","109,089.00","27.90","United States","NYSE","USD","1.00","USD","-"
"ZIP","ZIPRECRUITER INC CLASS A","Communication","Equity","3,044,800.00","0.00","3,044,800.00","1,522,400.00","2.00","United States","NYSE","USD","1.00","USD","-"
"ACU","ACME UNITED CORP","Health Care","Equity","3,015,220.09","0.00","3,015,220.09","67,289.00","44.81","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"NREF","NEXPOINT REAL ESTATE FINANCE INC","Financials","Equity","3,007,405.94","0.00","3,007,405.94","218,086.00","13.79","United States","NYSE","USD","1.00","USD","-"
"DOUG","DOUGLAS ELLIMAN INC","Real Estate","Equity","3,008,654.88","0.00","3,008,654.88","1,790,866.00","1.68","United States","NYSE","USD","1.00","USD","-"
"ALTG","ALTA EQUIPMENT GROUP INC CLASS A","Industrials","Equity","3,009,033.93","0.00","3,009,033.93","482,991.00","6.23","United States","NYSE","USD","1.00","USD","-"
"QSI","QUANTUM SI INC CLASS A","Health Care","Equity","3,002,939.28","0.00","3,002,939.28","4,055,286.00","0.74","United States","NASDAQ","USD","1.00","USD","-"
"NFE","NEW FORTRESS ENERGY INC CLASS A","Energy","Equity","2,968,673.93","0.00","2,968,673.93","4,226,472.00","0.70","United States","NASDAQ","USD","1.00","USD","-"
"MDV","MODIV INDUSTRIAL INC CLASS C","Real Estate","Equity","2,941,060.18","0.00","2,941,060.18","194,386.00","15.13","United States","NYSE","USD","1.00","USD","-"
"LWAY","LIFEWAY FOODS INC","Consumer Staples","Equity","2,898,537.57","0.00","2,898,537.57","121,941.00","23.77","United States","NASDAQ","USD","1.00","USD","-"
"SNWV","SANUWAVE HEALTH INC","Health Care","Equity","2,891,562.72","0.00","2,891,562.72","171,708.00","16.84","United States","NASDAQ","USD","1.00","USD","-"
"EPM","EVOLUTION PETROLEUM CORP","Energy","Equity","2,893,064.04","0.00","2,893,064.04","651,591.00","4.44","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"RXT","RACKSPACE TECHNOLOGY INC","Information Technology","Equity","2,854,085.52","0.00","2,854,085.52","2,162,186.00","1.32","United States","NASDAQ","USD","1.00","USD","-"
"NVCT","NUVECTIS PHARMA INC","Health Care","Equity","2,846,125.68","0.00","2,846,125.68","346,244.00","8.22","United States","NASDAQ","USD","1.00","USD","-"
"SGC","SUPERIOR GROUP OF COMPANIES INC","Consumer Discretionary","Equity","2,830,062.92","0.00","2,830,062.92","263,017.00","10.76","United States","NASDAQ","USD","1.00","USD","-"
"EGAN","EGAIN CORP","Information Technology","Equity","2,822,211.36","0.00","2,822,211.36","390,888.00","7.22","United States","NASDAQ","USD","1.00","USD","-"
"RCMT","RCM TECHNOLOGIES INC","Industrials","Equity","2,811,168.84","0.00","2,811,168.84","104,388.00","26.93","United States","NASDAQ","USD","1.00","USD","-"
"PDEX","PRO DEX INC","Health Care","Equity","2,798,967.60","0.00","2,798,967.60","54,370.00","51.48","United States","NASDAQ","USD","1.00","USD","-"
"RGP","RESOURCES CONNECTION INC","Industrials","Equity","2,758,262.62","0.00","2,758,262.62","761,951.00","3.62","United States","NASDAQ","USD","1.00","USD","-"
"ACR","ACRES COMMERCIAL REALTY CORP","Financials","Equity","2,744,396.16","0.00","2,744,396.16","141,756.00","19.36","United States","NYSE","USD","1.00","USD","-"
"MLP","MAUI LAND AND PINEAPPLE INC","Real Estate","Equity","2,705,544.00","0.00","2,705,544.00","170,160.00","15.90","United States","NYSE","USD","1.00","USD","-"
"CVRX","CVRX INC","Health Care","Equity","2,698,157.66","0.00","2,698,157.66","377,101.00","7.16","United States","NASDAQ","USD","1.00","USD","-"
"MED","MEDIFAST INC","Consumer Staples","Equity","2,691,070.12","0.00","2,691,070.12","267,502.00","10.06","United States","NYSE","USD","1.00","USD","-"
"EML","EASTERN","Industrials","Equity","2,651,907.47","0.00","2,651,907.47","122,039.00","21.73","United States","NASDAQ","USD","1.00","USD","-"
"TLSI","TRISALUS LF SC CM A","Health Care","Equity","2,636,048.32","0.00","2,636,048.32","624,656.00","4.22","United States","NASDAQ","USD","1.00","USD","-"
"STXS","STEREOTAXIS INC","Health Care","Equity","2,615,761.61","0.00","2,615,761.61","1,398,803.00","1.87","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"SRBK","SR BANCORP INC","Financials","Equity","2,617,757.88","0.00","2,617,757.88","147,729.00","17.72","United States","NASDAQ","USD","1.00","USD","-"
"LZM","LIFEZONE METALS LTD","Materials","Equity","2,610,905.37","0.00","2,610,905.37","685,277.00","3.81","Isle of Man","NYSE","USD","1.00","USD","-"
"AOMR","ANGEL OAK MORTGAGE REIT INC","Financials","Equity","2,595,007.00","0.00","2,595,007.00","301,745.00","8.60","United States","NYSE","USD","1.00","USD","Jun 17, 2021"
"RMAX","RE MAX HOLDINGS INC CLASS A","Real Estate","Equity","2,596,245.75","0.00","2,596,245.75","451,521.00","5.75","United States","NYSE","USD","1.00","USD","-"
"FRD","FRIEDMAN INDUSTRIES INC","Materials","Equity","2,574,023.10","0.00","2,574,023.10","140,657.00","18.30","United States","NASDAQ","USD","1.00","USD","-"
"PNRG","PRIMEENERGY RESOURCES CORP","Energy","Equity","2,533,181.56","0.00","2,533,181.56","11,492.00","220.43","United States","NASDAQ","USD","1.00","USD","-"
"ONEW","ONEWATER MARINE CLASS A INC","Consumer Discretionary","Equity","2,525,271.26","0.00","2,525,271.26","251,021.00","10.06","United States","NASDAQ","USD","1.00","USD","-"
"SBFG","SB FINANCIAL GROUP INC","Financials","Equity","2,502,104.60","0.00","2,502,104.60","112,202.00","22.30","United States","NASDAQ","USD","1.00","USD","-"
